25 100
12
1 8
2 7839451 43876251
3 7593394 59999621
3 657042 59999622
2 111550 12930530
2 4790529 43416027
3 1928131 59999621
3 60637139 59999622
3 8658507 59999623
2 850034 44821864
2 5997637 22789001
2 6542324 43277152
2 6462127 21811795
2 9382886 39246258
3 8397344 59999619
3 9690619 59999620
2 2371317 40152085
3 245242414 59999620
2 1815578 57184025
3 874914 59999620
3 3818667 59999621
2 5756409 59323541
2 6605624 13210586
2 304067 13465836
2 7735562 18656267
2 5532221 4117967
2 6866380 1997396
2 9982439 28851761
2 4168446 18085469
2 593473 17417275
2 633632 11618168
2 4374475 11398534
2 440754 17198092
3 4886594 59999610
3 7735562 59999611
2 6945649 23524850
3 8841406 59999611
2 1850150 21027767
3 7907848 59999611
3 4063694 59999612
3 5756409 59999613
2 1971539 36132778
3 4944623 59999613
2 8479104 16673175
2 2542763 59323541
2 9199890 14063650
2 5497317 18656267
3 604831 59999610
3 9484364 59999611
3 180880831 59999612
3 998820 59999613
2 9145484 50648648
3 7626776 59999613
3 4355415 59999614
3 5463752 59999615
2 4189441 54672010
3 6746635 59999615
2 1064182 1158906
2 8981273 16142512
2 321179864 19904573
3 1536791 59999613
3 1438711 59999614
2 9438511 58469360
2 757094 26809139
2 2192073 43716309
3 694552261 59999612
2 2950046 37744738
3 293816998 59999612
2 9399903 14194495
3 4995360 59999612
2 1027676 45805048
2 8488119 20658152
2 514702 19126237
2 6677137 16979666
2 6740144 37636129
2 2871067 37853346
2 8093634 12052045
3 2795132 59999606
2 5172211 52094181
2 94298874 11836005
2 9092205 38069847
3 9301862 59999604
2 9620018 3411053
3 8923862 59999604
3 488381210 59999605
2 2532081 47463239
2 6854160 6296715
2 1344763 38285632
2 5444642 674887
3 157352157 59999602
2 7548883 15421764
3 6542324 59999602
2 1190272 43277152
3 2340415 59999602
3 6740144 59999603
3 4275016 59999604
3 1190272 59999605
3 199375652 59999606
2 3280209 48085480
2 37104 2596211
3 2488560 59999605
3 2206977 59999606
2 6886567 33356945
2 7041598 43277152
3 4381948 59999605
2 1332991 15222997
3 9394775 59999605
2 364412 56859582
3 8057177 59999605
2 1201605 37536310
3 8070433 59999605
2 570026 28127496
3 7751518 59999605
2 1379003 30044932
2 1509858 24665095
3 6854160 59999604
3 9368058 59999605
3 3157147 59999606
2 6580959 48880161
2 1135062 16826420
3 8659475 59999605
2 7961271 6296715
2 49550 20538352
2 861190673 4235236
3 6601640 59999603
3 2659327 59999604
3 2625919 59999605
2 5285698 35457154
2 568148437 13070558
2 739783876 21283977
2 8609087 887575
3 4392507 59999602
2 267300668 45354372
2 6834583 42545580
2 9687662 28633511
2 812875889 14713540
2 5653776 25558914
2 246907 25770530
2 7771810 25982146
3 9257158 59999596
2 8321619 3531989
3 7830405 59999596
3 4366604 59999597
2 4610326 56486714
2 1945913 37961596
3 49550 59999596
2 4780238 20538352
3 1815578 59999596
3 8423511 59999597
2 8081789 57184025
2 2133772 7957788
2 2466599 36027184
3 5172211 59999595
2 1394948 52094181
2 2448639 36238371
2 9952502 10750978
3 3053454 59999593
3 4137773 59999594
2 6507717 40844445
3 9859151 59999594
2 7383210 33181384
3 3637063 59999594
2 2247611 30733068
3 6726567 59999594
2 8536392 53349506
3 952307 59999594
2 6455009 28481263
2 1724864 1773218
2 9375211 10961449
2 4094930 37432096
2 594200869 37640524
2 4342100 32170888
2 847017615 31963116
2 4166342 31755968
3 1958208 59999587
2 4812519 38854684
2 7293182 31549182
3 3848841 59999586
2 429839679 56729459
2 3156918 54967203
2 8036441 31343003
3 4342100 59999584
3 3352059 59999585
2 8775988 21155872
3 4187891 59999585
3 3139978 59999586
2 2840315 27338980
2 8391842 57021803
2 4669109 32170888
2 4974244 31137429
2 9750047 14921821
3 4926270 59999582
2 7684508 20183591
2 7609591 51800956
2 2229966 51597552
2 7096401 30476085
2 8743024 28228255
3 1333100 59999578
3 2022445 59999579
3 633632 59999580
3 3378118 59999581
3 9043009 59999582
3 4414947 59999583
3 3156918 59999584
3 2897933 59999585
3 6827338 59999586
2 4767257 379029
3 315716 59999586
3 7299937 59999587
2 7752308 51317923
3 2048754 59999587
2 1717085 59831297
3 1927491 59999587
3 3156670 59999588
2 2956360 33714253
2 1653139 25117025
3 6592970 59999587
3 568148437 59999588
2 7028822 29705296
3 6149697 59999588
2 68987959 23678847
2 874484238 30883855
2 5791889 38708686
2 2262960 47162359
3 4455502 59999585
3 8081789 59999586
2 6613991 57200074
3 3299330 59999586
2 95848900 36932513
3 8888883 59999586
3 9385495 59999587
2 1611083 44657932
3 4094930 59999587
3 4863869 59999588
2 5774318 23375097
2 554225 55633430
3 4578378 59999587
3 4766546 59999588
3 4125931 59999589
2 2185762 14466504
3 874484238 59999589
3 2446448 59999590
3 6089116 59999591
2 1559583 5852715
3 7961271 59999591
3 1011842 59999592
2 9471890 5329243
3 2466599 59999592
3 9900653 59999593
2 3539793 30883855
3 452518147 59999593
2 3444614 32824239
3 2552712 59999593
2 8481063 58640578
2 3530046 13070558
3 451457317 59999592
2 299591039 44343104
3 2192073 59999592
2 5125500 43716309
2 1619159 20044082
3 1379003 59999591
2 7256180 30044932
3 2185762 59999591
3 9457094 59999592
2 7740091 23079314
2 237794 14466504
3 2956360 59999591
3 8325201 59999592
2 5795169 33714253
3 1717085 59999592
2 2271062 59831297
3 2590203 59999592
2 4997175 43139011
2 2887950 55207657
3 6667534 59999591
2 2934031 8361552
3 3310756 59999591
2 3391436 6233356
2 9696999 4864367
2 7211646 21415251
3 6605624 59999589
2 8682815 13208282
3 6753171 59999589
2 4061372 27725573
2 6232215 45679800
2 6451438 54358703
2 6698993 4003974
3 3280209 59999586
3 2507244 59999587
2 8418732 48085480
2 1300167 29007100
2 7799518 7844039
2 8723617 11618168
2 6844416 36027184
2 1635243 37432096
3 1429201 59999582
3 73128734 59999583
2 3539918 54515356
3 431155 59999583
2 6734415 27926534
3 9085007 59999583
3 5532221 59999584
2 7878018 24284401
3 7927535 59999584
2 2480435 32458780
3 9052060 59999584
2 8798432 8216544
2 5329163 22082453
3 8981273 59999583
3 8688295 59999584
3 8021663 59999585
2 4086644 16142512
2 950959 39740084
3 6194449 59999584
2 7310828 19008745
2 4615175 4119605
3 53547717 59999583
2 9771620 41212560
2 3775967 56261468
2 5551574 54967203
3 7256562 59999581
2 5963191 39111886
2 7751822 49863494
3 1238687 59999580
2 7955727 11177701
2 4234310 49662231
3 9892560 59999579
2 1322087 19610866
3 3434996 59999579
2 4767300 47773355
2 3267391 5228757
2 119762230 5429728
2 874194009 28027015
2 4214936 27826053
2 1216675 27625370
3 6844416 59999574
2 6075920 36027184
2 8657531 45454462
3 219408 59999573
3 5551574 59999574
3 9382886 59999575
3 7878018 59999576
3 4149293 59999577
2 7929984 53042949
2 9101995 15072409
2 3654930 24284401
3 5577648 59999575
3 5285698 59999576
2 5071825 35457154
3 8269881 59999576
3 4780238 59999577
2 2074252 39243487
2 4142759 20538352
2 5325630 7267934
3 6619485 59999575
2 6478079 26980966
2 8319862 17088879
2 4130457 54967203
2 8581208 45254282
3 593473 59999572
2 5764785 17417275
3 2989995 59999572
3 8912953 59999573
3 5125500 59999574
3 1445781 59999575
3 4086644 59999576
3 1481981 59999577
2 2239076 1
3 850034 59999577
3 9375211 59999578
2 46684139 189515
3 9750047 59999578
3 2542763 59999579
2 9602318 59323541
2 7705873 25285065
3 1135062 59999578
2 1831878 44822608
3 989371593 59999578
2 8684391 16142512
2 2653950 43716309
2 1751489 57814173
2 5206176 16826420
2 630826827 51947568
2 8029618 14945911
2 8948869 24544233
3 94298874 59999572
2 7934570 11836005
2 331933 10961449
2 6694444 36444043
2 4710855 37228063
2 2320734 9519952
2 90145 9320338
3 8523112 59999567
2 1106454 30604576
2 1124281 15322380
2 5094136 29261626
3 1394948 59999565
3 163928280 59999566
2 9285455 35118909
3 9823638 59999566
2 9242508 52116636
3 4168446 59999566
2 6078357 12533490
3 7575288 59999566
3 2786129 59999567
3 8684391 59999568
2 9106806 16142512
3 4036491 59999568
2 7339095 42685892
2 4362414 7384519
2 3769137 56374091
3 3775967 59999566
2 30300902 56261468
3 7897425 59999566
3 3267391 59999567
3 3562410 59999568
3 4362414 59999569
3 6806134 59999570
2 6658783 48720429
2 5751510 2892488
2 5551481 21546855
2 2679864 7384519
3 111550 59999567
2 8183313 12928226
2 4891568 18085469
3 9184659 59999566
3 1322087 59999567
3 68987959 59999568
2 613333 35288031
2 619972 23678847
3 261345387 59999567
3 985552 59999568
3 2074252 59999569
3 1988349 59999570
3 9627924 59999571
2 3072901 59662508
2 9948340 24951491
2 6181231 40314512
2 6918566 26130277
3 3507942 59999568
2 3109831 19610866
2 617310 39243487
2 1502753 18197360
3 7752308 59999566
3 267300668 59999567
3 119762230 59999568
3 9522082 59999569
3 1611083 59999570
2 6584654 51317923
2 5886161 29875114
2 5033328 44658304
3 6886567 59999568
3 5071825 59999569
2 447274407 33358510
3 4929895 59999569
2 1807876 35454136
3 4915868 59999569
2 5587757 27482175
2 631932 6667353
2 9700183 5228757
3 3539793 59999567
2 6669684 30883855
2 497338927 5429728
2 963430 45354372
3 9145484 59999565
2 1195143 50648648
3 4061372 59999565
2 6895076 27725711
3 1439696 59999565
2 9568909 45932189
2 3688540 46355802
2 3462199 46158154
2 1270926 16574536
3 2229966 59999562
2 38074255 51597552
2 6482758 53967907
3 514702 59999561
2 9597415 19126236
3 4830615 59999561
2 4115140 24136769
2 4276415 53771493
2 6632118 36834647
2 7627481 37030378
2 2092184 15518122
2 7733411 36640451
3 3688540 59999556
2 6869648 46355802
3 321179864 59999556
3 4552039 59999557
2 9758663 34067967
2 1940446 19893558
3 499244307 59999556
2 4900255 31859542
2 2440086 5756482
3 9330426 59999555
2 9863415 8706394
2 8405070 5948948
2 142674257 54768046
2 845552 26373636
2 6501211 94758
2 325506 284272
2 3459221 473786
3 4194914 59999549
2 3156666 18891253
2 77381805 6139268
3 237794 59999548
3 1946442 59999549
2 4871896 14466504
2 5015651 25421989
3 2313145 59999548
2 82391376 31446092
3 9771620 59999548
2 5984329 41212560
2 5835464 6327443
3 6978268 59999547
3 603950239 59999548
3 6580959 59999549
2 7108621 48880227
3 1410839 59999549
2 6843602 55349063
3 8183313 59999549
3 861190673 59999550
2 4135313 12928226
2 4998320 29397329
2 5122715 4236055
3 8542120 59999548
2 4009512 44988400
2 42244723 11069575
2 8938362 15708251
2 6398317 27245886
2 2096828 41304667
2 7898775 41120453
2 6448622 40752494
2 7141489 40936395
2 760759568 32366842
3 5502725 59999540
3 1508433 59999541
3 1359007 59999542
3 5444642 59999543
3 381524 59999544
2 394017 54163305
3 570026 59999544
3 6448622 59999545
2 1070364 50483108
2 6374519 42843381
3 8775988 59999544
2 4426004 21155872
3 6213907 59999544
3 9359822 59999545
3 617310 59999546
2 334953 39243487
2 5924328 55087430
3 8074587 59999545
3 9687662 59999546
2 593227903 28610359
2 2033654 12408768
2 4523801 674887
3 6478079 59999544
3 9863415 59999545
2 4214644 26980966
3 5094136 59999545
2 6402013 8706394
3 7028822 59999545
3 6181231 59999546
2 9178696 29704073
2 5274899 40314512
2 427704602 29279884
3 9202380 59999544
2 3779179 31652575
2 8222162 28127635
3 187470 59999543
3 1294490 59999544
2 8420113 32641509
2 700132016 33891110
2 1794843 54065606
2 1733442 54261004
2 3524309 6044108
3 6658783 59999540
2 12282 48720462
3 2942441 59999540
2 7860171 44197982
2 3218738 40752494
2 6787973 40568742
3 440754 59999538
2 548884330 17198092
2 6754973 32732874
2 252588 32550144
2 6782663 50055000
2 3190494 32915031
2 6682913 49290588
2 9893888 49471288
2 337323 42169351
2 6991378 42349530
2 2681061 33624945
3 867778 59999529
2 4639690 6789205
3 6553473 59999529
2 894683 55900542
3 3190494 59999529
2 6734056 32915031
3 6374519 59999529
3 594200869 59999530
2 6337407 42843381
3 5325630 59999530
3 2887950 59999531
2 4825202 55218246
3 6501211 59999531
2 4706147 7267359
2 3420842 37640524
3 489263476 59999530
2 4737211 3888258
3 9704121 59999530
2 7081288 34767611
2 5260051 94758
2 6487194 57110938
3 1854704 59999528
3 2653950 59999529
2 591097 43716309
3 1724864 59999529
2 3811854 2466748
3 7216718 59999529
3 9597415 59999530
3 7224329 59999531
2 7417755 9047751
2 9395778 39368162
2 1941845 19126236
3 1981222 59999529
2 8093178 4354554
2 908863085 1773218
2 8538684 57289209
3 8973500 59999527
2 1115269 10250293
2 9921972 51228959
3 1501243 59999526
3 7973692 59999527
3 4096777 59999528
2 2168969 29143492
2 147720 4733712
3 46684139 59999527
2 5106849 46474774
3 2428241 59999527
3 2679864 59999528
2 5123228 7384232
3 6682913 59999528
2 2309861 49959247
2 750696852 189515
2 3478607 49290588
2 8700038 51406887
2 8814057 15890619
2 9114600 33447073
3 1811563 59999523
3 5490075 59999524
3 7256180 59999525
2 5183277 30043709
2 8078332 52280423
3 1106454 59999524
2 8954949 50976481
2 8210548 30604576
3 7081288 59999523
3 9265421 59999524
3 3333665 59999525
2 8787401 34767611
3 4462936 59999525
2 998430 24808293
2 5862881 35900758
3 4900255 59999524
2 1272662 10633654
2 3288313 31859542
3 6584654 59999523
2 696334 51317923
3 5783530 59999523
2 527375 7730290
3 5653776 59999523
3 1033157 59999524
2 7957314 1023240
2 3328469 25543355
3 8420113 59999523
3 8297805 59999524
3 7627481 59999525
2 2394294 53196227
3 8222162 59999525
2 8460567 28127635
2 2021742 37030378
2 9073649 32641509
2 6059664 33269947
2 545147 33802681
2 2531874 33979538
3 4871896 59999520
3 7548883 59999521
2 7554593 14466504
2 7707008 15420251
2 9515179 43964556
2 508434 8449685
2 5547621 34855680
2 9250708 34679542
3 2819787 59999516
3 380055 59999517
2 9223387 5112213
3 9590085 59999517
3 666734 59999518
2 9702974 40441627
2 1578497 7500386
2 1452640 9630278
2 7217163 33093603
2 4927346 41484541
3 760759568 59999514
2 325475 32366842
3 8609087 59999514
3 364412 59999515
2 8903910 56875631
2 4069065 902235
3 8218192 59999514
3 554225 59999515
2 8583652 55633430
2 1157599 12793589
3 6623991 59999514
3 8078332 59999515
3 7771810 59999516
3 6469275 59999517
3 5123228 59999518
2 2285012 52280423
3 5774318 59999518
2 298572093 23375097
3 429839679 59999518
3 3234088 59999519
3 6558164 59999520
2 259582 56737484
2 5043905 39875459
2 6961056 10116296
3 7211646 59999518
3 77381805 59999519
3 1157599 59999520
2 9641221 12793589
2 3716660 21415416
3 4997175 59999519
2 2838173 43139011
2 8619308 26003307
3 2274984 59999518
2 421813 21679325
2 471332 49165306
2 731039 7383872
2 8156438 17973783
2 5469497 6138732
3 7417755 59999514
3 5057938 59999515
2 4183060 9047751
3 7804040 59999515
3 545147 59999516
3 5206176 59999517
2 3781737 16826420
3 42244723 59999517
2 486187838 39616460
2 8011137 26251956
2 6863840 11069575
2 628619 33802681
2 7123058 41660073
3 6834583 59999513
2 8113507 42562756
2 4958122 35031329
3 4998320 59999512
2 9546171 29406458
2 6316130 34155516
2 2082293 34330248
3 1733442 59999510
2 86945562 54261004
2 416370829 34504452
2 8898268 8961360
3 1619159 59999508
3 2309861 59999509
2 3894851 20038574
3 3524309 59999509
2 4844976 49959247
3 57231943 59999509
2 53139113 46045171
3 4182023 59999509
3 188543350 59999510
3 1831878 59999511
3 8344640 59999512
2 6353952 44823352
2 8558283 47312799
3 337323 59999511
2 517784 42991196
3 7123058 59999511
3 3843839 59999512
3 2707110 59999513
2 1864349 53511396
2 7690028 52441570
3 4957381 59999512
2 5205045 47017534
2 3385764 15613186
3 5329163 59999511
3 2895180 59999512
2 1547051 46875380
2 8855186 22082453
2 470501 6043840
2 8810388 42169351
2 856070479 41660073
2 9660678 9134141
2 7534313 26895052
3 9700183 59999506
3 324036312 59999507
2 6237188 51102720
3 629070 59999507
2 8672045 22221067
2 4953340 5220728
2 3831255 27066879
2 860182830 50231702
2 651697 58212402
3 619972 59999503
2 4234598 23678847
2 3907657 58383707
3 9568909 59999502
2 787614 45925109
2 8409825 58554969
2 2193728 58726187
2 5157867 58897361
3 1751489 59999499
3 427704602 59999500
2 6571150 57814173
2 622176529 29274975
2 4295600 29789593
3 3288313 59999498
3 7872673 59999499
2 1302119 31859542
2 4491390 54867624
2 1317441 29618553
3 6471190 59999497
2 6939830 1885307
3 8481280 59999497
2 5937943 48243551
2 1018094 26723648
2 5654385 59068145
3 8003961 59999495
3 142674257 59999496
2 5450924 7149606
3 757094 59999496
2 2766261 54769817
3 4276415 59999496
3 9399903 59999497
2 127745280 14194495
3 4586531 59999497
2 5283001 53771493
3 812875889 59999497
3 1027676 59999498
2 6449172 45802454
3 5547621 59999498
3 6787973 59999499
2 8388571 40551085
2 4252290 14713540
3 5274899 59999498
2 2768819 40296856
2 5949114 34855680
3 963430 59999497
2 5923851 45354372
2 208882 34417350
2 8020549 26809350
2 1878772 59408630
2 8910895 59238452
2 1669094 16390852
2 9791177 26553510
3 4958122 59999491
3 6961056 59999492
2 3065316 10116296
3 5469497 59999492
3 7370871 59999493
2 7552107 7615338
3 548884330 59999493
2 9484472 17198092
2 9674819 6138598
2 5316490 35031329
2 7146429 38478107
2 7897036 35203470
2 613665895 52032102
3 38074255 59999488
3 6698993 59999489
3 12282 59999490
2 9912608 48720462
3 6451438 59999490
3 4374475 59999491
2 8392087 54388180
3 1844289 59999491
2 1048372 20419712
2 6982639 4003931
3 2931524 59999490
3 4767300 59999491
3 8855186 59999492
2 9930248 47773355
3 4953340 59999492
2 8464033 22083099
3 325475 59999492
2 418894998 24414317
2 454811961 11398534
2 1906168 5220728
2 306997763 51597552
3 394017 59999489
2 9312752 54163305
3 3654930 59999489
2 5926121 24275543
2 1530728 32366842
2 9335859 59578113
2 8009018 59746902
3 7782503 59999486
2 8521483 16016565
3 6895076 59999486
3 9921972 59999487
2 155310 51210321
2 2474289 27725711
3 4214644 59999486
3 4142759 59999487
3 37104 59999488
3 2247611 59999489
2 268613448 30744215
3 624237 59999489
3 3539918 59999490
3 750696852 59999491
2 4580621 47618297
2 8295772 54530095
2 8093751 2604174
3 6863840 59999489
3 696334 59999490
3 8319862 59999491
2 9752496 20538932
3 6232215 59999491
2 3641385 45678503
3 700132016 59999491
3 613333 59999492
2 780356 35328803
3 5453562 59999492
3 2531874 59999493
2 725973963 33935324
2 4217138 5643348
2 2234501 17088879
2 1711796 11069575
3 6431957 59999490
2 7998877 14330499
3 2193728 59999490
2 8404002 51308604
2 3843125 189515
2 2573604 26980965
3 5835464 59999488
3 2573604 59999489
3 4252290 59999490
2 2478905 14713540
2 1904376 6327443
3 8391842 59999489
2 7562449 56993284
2 4171760 26980965
3 252588 59999488
2 1891945 32550144
2 9983976 58726187
2 164937523 59915648
2 3189818 30128007
3 7684508 59999485
3 5015651 59999486
2 5796889 20169823
3 30300902 59999486
2 213672878 25414210
3 8009018 59999486
2 7845295 56261468
3 2474289 59999486
2 6874604 27725711
2 7403015 59746902
3 8479104 59999485
2 8058980 16700478
2 2708447 29959411
3 8445497 59999484
2 6798172 34591997
2 1264311 8622106
2 941326 8790682
2 7155345 25201045
2 8649904 41831256
3 648049184 59999480
3 5118261 59999481
2 3868007 13818467
2 915966 49566759
2 6164673 35537188
3 8538684 59999479
3 7934570 59999480
3 7839451 59999481
3 164937523 59999482
2 5689624 43840432
2 4470819 11836005
3 6059664 59999481
3 8036441 59999482
3 3189818 59999483
3 1124281 59999484
3 8496845 59999485
2 4241544 31343154
3 5910896 59999485
2 1630881 28731060
2 3439872 49762862
3 3779179 59999484
2 8947129 31652575
2 8093048 15321624
2 929228035 57289209
2 7118922 33269947
3 5926121 59999481
2 8499035 24275543
2 1232258 59915648
3 7955727 59999480
2 7381683 11179146
3 7293182 59999480
2 8707680 31549333
2 6594187 30128007
2 2338034 45071296
3 1635243 59999478
2 5885539 37432096
3 4115140 59999478
3 4356665 59999479
3 4470819 59999480
3 6982639 59999481
3 6119749 59999482
2 542743624 24132340
3 1509858 59999482
2 861007329 24676263
3 95848900 59999482
3 6649065 59999483
2 4771164 50812564
2 8065079 4603382
2 2211086 30251317
2 8745617 4003931
2 3587376 11836005
3 6817298 59999479
2 5684521 18538774
3 7041598 59999479
3 8707680 59999480
3 4295600 59999481
2 527674746 43277519
3 5812328 59999481
2 1077835 31549333
3 2144262 59999481
3 2934031 59999482
3 8948869 59999483
2 569041332 24545290
2 1510383 13337059
2 8715174 8333114
3 298572093 59999481
3 8682815 59999482
2 393991477 23375097
2 62266788 13203808
3 4580621 59999481
2 865771725 47618297
2 9825308 36932512
2 559351 29789593
2 602958 59493371
2 3118801 50400338
2 12656 50565878
3 2168969 59999476
2 8163561 29141037
3 542743624 59999476
2 4959806 24132340
3 9724713 59999476
2 158697343 19243725
3 9471890 59999476
3 2840315 59999477
2 408562 27364030
3 1272662 59999477
2 6665571 10633654
2 856362 5325228
3 1264311 59999476
2 3330235 8622106
2 4315618 25034258
2 1422709 44740828
2 6807268 44905876
2 9825247 1241400
3 4166342 59999472
2 9273052 31756058
2 853240247 41996967
3 8614998 59999471
2 4628052 788561
3 408562 59999471
3 1270926 59999472
3 4615175 59999473
3 8464033 59999474
3 1807876 59999475
2 577109 22083099
3 7898775 59999475
2 9624570 27364030
2 1729133 4119993
2 6555324 16588188
2 1707287 35432995
2 7276398 41120453
2 1803377 44576152
2 7836944 50894522
2 8141563 50730606
2 1903266 52198529
2 449746613 16224159
2 7139748 53592341
2 5162015 53430451
2 2420502 52522144
2 3456953 52360996
2 9856760 43636338
3 865771725 59999461
3 4639690 59999462
3 4628052 59999463
2 7507709 47618297
3 1578497 59999463
2 7447298 6789205
3 331933 59999463
3 9106806 59999464
3 5949114 59999465
3 1608639 59999466
2 889445549 7499605
3 1864349 59999466
3 9641221 59999467
3 1538763 59999468
2 6988590 12793589
2 7657649 3770591
2 7983952 788561
3 2338034 59999466
2 5317449 10962894
2 4635336 16120362
2 3504275 34855680
2 3723802 50316020
2 1328269 45071296
2 9878492 53511396
3 1429954 59999461
2 9210917 52747056
2 1016404 48960126
3 8954949 59999460
2 8785085 50998621
3 8828718 59999460
2 3752898 27156382
3 2394294 59999460
3 9629057 59999461
2 320474945 53196227
2 8348320 18309320
2 2251083 48800344
2 3701810 48640580
3 4427869 59999458
3 1064182 59999459
2 4528369 12168045
3 6918566 59999459
2 513574 26127631
3 6237188 59999459
3 76258 59999460
2 8517685 58089930
2 8129828 1132320
3 6337407 59999459
3 559351 59999460
2 784339755 42838544
2 288317074 51104471
3 894683 59999459
3 4069065 59999460
3 5601344 59999461
2 111951 55900542
2 8448262 905900
2 2149225 51502219
2 183272 29789593
2 1985587 48481160
2 2546234 48164515
2 9599661 48322586
2 3414908 48006946
3 5207071 59999454
3 8619308 59999455
3 1940446 59999456
3 3596892 59999457
2 160687 19890804
3 941326 59999457
3 3812733 59999458
2 3075170 1395300
2 525685 26001984
2 8358372 50143351
2 2656351 8790682
2 9721302 23910991
2 9255033 28929430
3 6798172 59999453
2 7601038 34591997
2 2659985 47540768
2 4063152 47695826
2 6970267 47850884
2 9893570 35697286
2 3445461 23601848
2 2023492 23755845
3 447274407 59999447
3 1630881 59999448
2 5981515 28731060
2 266802 33358510
3 8129828 59999447
2 8307107 1132320
2 3791338 1318350
2 8207517 1472250
2 6719148 57737530
2 2485191 57890815
3 7403015 59999443
2 8553508 59746902
3 3385764 59999443
3 53139113 59999444
3 304067 59999445
2 1131449 13461362
2 8761848 46041631
2 2001539 15613186
2 30026 53272866
2 3084285 53119588
3 7878218 59999441
2 5319810 1567051
2 566677 16903043
2 3686020 42762218
2 8573823 42914870
2 5533302 28405139
3 8583652 59999437
2 5083607 55633430
2 6978478 52967171
2 4147505 44418552
2 9138768 2967932
3 3445461 59999434
2 2472649 23601848
2 5853128 2817044
2 2533011 30959249
2 7410202 15147703
2 3422733 47237579
2 7698652 47388019
2 398708791 23300220
2 5764366 23449973
2 3395729 43065103
2 5100208 19964689
3 4771164 59999425
2 9272233 50812564
3 8536392 59999425
3 9948340 59999426
2 1388356 24921275
2 3757887 53351658
2 991286 19816919
3 9438511 59999424
3 1508144 59999425
3 6677137 59999426
2 4064803 52857113
2 4125546 16995961
2 3232925 58469338
2 943788 57587249
2 288071 51874262
3 998430 59999422
3 6991378 59999423
2 4351834 24798769
2 6183757 42349530
3 8947129 59999422
2 6847762 31652695
3 8496266 59999422
2 8333443 56024694
2 3809354 23152329
3 1294300 59999421
2 9354715 17862131
2 1765634 23006299
3 1707287 59999420
2 9994035 35432995
3 7733411 59999420
3 7751822 59999421
3 2533011 59999422
3 6847762 59999423
2 823871090 31652695
2 6818117 49861054
2 5597300 36640451
3 9893888 59999421
3 9752496 59999422
2 8004795 20538932
2 413666 49473848
3 3686020 59999421
2 5262099 42762218
2 2721562 30959249
3 3641385 59999420
2 940779 45678503
3 3991903 59999420
2 9513528 13941058
3 5923851 59999420
3 2485191 59999421
2 6862223 45354372
3 7998877 59999421
2 5988300 14330499
2 3446375 57890815
3 246907 59999420
2 377924 25770530
2 9434687 38781685
2 6179382 38635687
2 3313497 44270543
2 6521368 44125421
2 8217251 8144040
2 4280170 47089946
2 1327261 40224470
2 2481452 40369241
2 9469895 52674887
2 294175454 22716859
2 565787169 22861143
2 732886656 24203941
2 5076011 24060739
3 8745617 59999407
2 8889208 4004125
3 6754973 59999407
2 1914833 32732874
3 4669109 59999407
3 951565134 59999408
3 3791338 59999409
2 6414338 32170888
3 5791889 59999409
2 6054067 48401873
3 1765634 59999409
2 203104 1318350
3 8898268 59999409
2 488286105 8961360
3 127745280 59999409
2 920238 14197074
3 4754054 59999409
2 7794991 52598515
2 3343462 23006299
2 8481097 38708686
3 4315618 59999407
2 8082846 25019150
3 732886656 59999407
2 7225439 24203941
3 7562449 59999407
3 8004795 59999408
3 2768819 59999409
2 3592248 20538932
3 8093634 59999409
2 1702545 56993284
2 5907248 12056035
2 8624795 40296855
2 5513282 27553772
2 4525397 55704910
2 2308676 55561950
3 5379124 59999404
3 3446375 59999405
2 9063883 9988874
3 4169856 59999405
3 5497317 59999406
2 1605358 18656267
3 8785085 59999406
2 2637935 5536538
3 6869648 59999406
2 273423148 46365876
3 3539757 59999406
2 9412789 2110571
2 7140004 50999496
2 8474143 57890815
2 26619926 22430940
3 263849802 59999403
2 3058295 30363701
2 2204110 22573458
2 9836241 12999392
3 147720 59999401
3 5612558 59999402
3 2478905 59999403
2 9114242 4733874
2 825741461 14713540
3 7155345 59999402
2 2188090 9420145
2 3591981 25201045
2 481053948 46946457
2 141143 46804303
3 7140004 59999399
2 1138804 50999496
3 4796806 59999399
2 6071773 39492311
3 7205942 59999399
2 5379298 17307683
2 812277 54459137
3 2239076 59999398
2 3394842 54601052
3 377924 59999398
2 9758827 25770530
3 8082846 59999398
3 9620018 59999399
2 406528654 3410394
2 3116561 25019150
2 8568368 55419766
2 5457819 40081459
2 4400066 14537086
2 7672661 43486197
2 497092 30814035
3 9354715 59999393
3 5379298 59999394
3 2907574 59999395
2 9547225 17862131
2 706584 17307683
2 8036003 8535895
2 6091114 30674395
3 3591981 59999392
2 638139131 25201045
3 784339755 59999392
3 6566975 59999393
2 7308126 14625313
2 4756641 42838544
3 5995995 59999392
3 2448639 59999393
2 1159196 2223928
3 406528654 59999393
2 2994277 3410394
3 6988590 59999393
3 4100414 59999394
2 6726896 12793589
2 6746971 10510287
2 9779074 36238371
2 449873941 46663486
2 9700228 24344930
3 9114242 59999390
3 8672045 59999391
3 602958 59999392
2 8014745 22221390
3 2721562 59999392
2 5411118 4733874
3 5862881 59999392
3 3109831 59999393
2 6422365 19610866
2 1153772 35900758
2 4041607 59493371
2 4764830 30959249
3 613665895 59999390
3 30026 59999391
2 9133837 52032102
3 3752898 59999391
3 5033328 59999392
2 1179192 27156382
2 1688131 44658490
2 4764554 53273942
3 5157867 59999390
